bruinID.text,button.numClicks,button.timesOn,button.timesOff,mouseLogIn.x,mouseLogIn.y,mouseLogIn.leftButton,mouseLogIn.midButton,mouseLogIn.rightButton,mouseLogIn.time,mouseLogIn.clicked_name,repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,repeat.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,subjage_slider.response,subjage_slider.rt,confidence_scale.response,confidence_scale.rt,key_resp_7.keys,key_resp_7.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,email_type,scam_button.numClicks,scam_button.timesOn,scam_button.timesOff,legit_button.numClicks,legit_button.timesOn,legit_button.timesOff,button_selections_1,confidence_scale_email.response,confidence_scale_email.rt,personal_rel_scale.response,personal_rel_scale.rt,curiosity_scale.response,curiosity_scale.rt,email_loop.thisRepN,email_loop.thisTrialN,email_loop.thisN,email_loop.thisIndex,email_loop.ran,emails,type,xsize,ysize,xpos,ypos,key_resp_11.keys,key_resp_11.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,textbox.text,next_button.numClicks,next_button.timesOn,next_button.timesOff,key_resp_8.keys,key_resp_8.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_12.keys,key_resp_12.rt,button_3.numClicks,button_3.timesOn,button_3.timesOff,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,button_4.numClicks,button_4.timesOn,button_4.timesOff,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,button_5.numClicks,button_5.timesOn,button_5.timesOff,email_loops2.thisRepN,email_loops2.thisTrialN,email_loops2.thisN,email_loops2.thisIndex,email_loops2.ran,key_resp_3.keys,key_resp_3.rt,slider1_2.response,slider1_2.rt,trust_question,loop_GT.thisRepN,loop_GT.thisTrialN,loop_GT.thisN,loop_GT.thisIndex,loop_GT.ran,Phrases,instructionresp_2.keys,instructionresp_2.rt,key_resp_13.keys,key_resp_13.rt,gen_question,loop_G.thisRepN,loop_G.thisTrialN,loop_G.thisN,loop_G.thisIndex,loop_G.ran,Questions,instructionresp.keys,instructionresp.rt,key_resp_2.keys,key_resp_2.rt,lonely_question,loop_LS.thisRepN,loop_LS.thisTrialN,loop_LS.thisN,loop_LS.thisIndex,loop_LS.ran,key_resp_4.keys,key_resp_4.rt,rating.response,rating.rt,dementia_question,loop_dm.thisRepN,loop_dm.thisTrialN,loop_dm.thisN,loop_dm.thisIndex,loop_dm.ran,Items,key_resp.keys,key_resp.rt,slider1.response,slider1.rt,ss_question,loop_SS.thisRepN,loop_SS.thisTrialN,loop_SS.thisN,loop_SS.thisIndex,loop_SS.ran,Statements,slider.response,slider.rt,Gender,textboxAge.text,textboxBirthday.text,Education Level,Ethnicity,English Fluency,textboxAge_2.text,textboxCountry.text,FQ1textbox.text,textboxQuestion2.text,textboxQuestion3.text,FQ4 selection,Finish.numClicks,Finish.timesOn,Finish.timesOff
705988990,1,[4.59880000001192],[4.598900000035762],-0.025980808,-0.049787704,1,0,0,1.0589,button,0,0,0,0,1,672831,001,2025-04-10_12h33.04.150,SLSI,2022.2.5,MacIntel,56.81818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,672831,001,2025-04-10_12h33.04.150,SLSI,2022.2.5,MacIntel,56.81818182,space,4.7548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,672831,001,2025-04-10_12h33.04.150,SLSI,2022.2.5,MacIntel,56.81818182,,,space,8.8738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,672831,001,2025-04-10_12h33.04.150,SLSI,2022.2.5,MacIntel,56.81818182,,,,,25.4342731,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,672831,001,2025-04-10_12h33.04.150,SLSI,2022.2.5,MacIntel,56.81818182,,,,,,,9.04577106,7.7693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,672831,001,2025-04-10_12h33.04.150,SLSI,2022.2.5,MacIntel,56.81818182,,,,,,,,,space,14.4953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,672831,001,2025-04-10_12h33.04.150,SLSI,2022.2.5,MacIntel,56.81818182,,,,,,,,,,,1,[63.49469999998807],[63.49480000001192],,0,[],[],1,[65.3255],[65.3255],"[""legit_button""]",5.975331182,1.9211,6.953209918,3.1206,6.913001019,5.1228,0,0,0,6,1,resources/images/scam4.png,scam,0.8,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,672831,001,2025-04-10_12h33.04.150,SLSI,2022.2.5,MacIntel,56.81818182,,,,,,,,,,,2,"[63.49469999998807,105.64009999996426]","[63.49480000001192,105.64019999998806]",,0,[],[],2,"[65.3255,106.72160000002384]","[65.3255,106.72170000004769]","[""legit_button""]",6.274329144,1.4995,5.935504416,2.9197,7.011081861,1.4752,0,1,1,19,1,resources/images/scam_11.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,672831,001,2025-04-10_12h33.04.150,SLSI,2022.2.5,MacIntel,56.81818182,,,,,,,,,,,3,"[63.49469999998807,105.64009999996426,117.53819999998808]","[63.49480000001192,105.64019999998806,117.53819999998808]",,1,[118.50330000001192],[118.50330000001192],2,"[65.3255,106.72160000002384]","[65.3255,106.72170000004769]","[""scam_button""]",8.873174253,1.6223,3.965438179,2.6579,0.992399796,2.5925,0,2,2,2,1,resources/images/scam3.png,scam,1.2,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,672831,001,2025-04-10_12h33.04.150,SLSI,2022.2.5,MacIntel,56.81818182,,,,,,,,,,,4,"[63.49469999998807,105.64009999996426,117.53819999998808,140.50339999997618]","[63.49480000001192,105.64019999998806,117.53819999998808,140.50339999997618]",,1,[118.50330000001192],[118.50330000001192],3,"[65.3255,106.72160000002384,141.836]","[65.3255,106.72170000004769,141.836]","[""legit_button""]",7.999490489,1.0686,4.999660326,1.5656,3.960173234,2.0485,0,3,3,22,1,resources/images/legit17-EDIT.png,legit,0.65,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,672831,001,2025-04-10_12h33.04.150,SLSI,2022.2.5,MacIntel,56.81818182,,,,,,,,,,,5,"[63.49469999998807,105.64009999996426,117.53819999998808,140.50339999997618,167.4676999999881]","[63.49480000001192,105.64019999998806,117.53819999998808,140.50339999997618,167.4676999999881]",,2,"[118.50330000001192,175.699]","[118.50330000001192,175.6991000000238]",3,"[65.3255,106.72160000002384,141.836]","[65.3255,106.72170000004769,141.836]","[""scam_button""]",3.995711617,1.8549,0.225585938,3.1917,1.042586617,1.7377,0,4,4,23,1,resources/images/scam14-EDIT.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,672831,001,2025-04-10_12h33.04.150,SLSI,2022.2.5,MacIntel,56.81818182,,,,,,,,,,,6,"[63.49469999998807,105.64009999996426,117.53819999998808,140.50339999997618,167.4676999999881,216.5638000000119]","[63.49480000001192,105.64019999998806,117.53819999998808,140.50339999997618,167.4676999999881,216.5638000000119]",,2,"[118.50330000001192,175.699]","[118.50330000001192,175.6991000000238]",4,"[65.3255,106.72160000002384,141.836,217.34520000004767]","[65.3255,106.72170000004769,141.836,217.34520000004767]","[""legit_button""]",5.064240829,1.2039,6.961022418,1.4074,3.915463655,2.1144,0,5,5,20,1,resources/images/scam12.jpg,scam,0.65,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
